yearID,teamID,lgID,playerID,G_all,GS,G_batting,G_defense,G_p,G_c,G_1b,G_2b,G_3b,G_ss,G_lf,G_cf,G_rf,G_of,G_dh,G_ph,G_pr
2022,MIN,AL,lewisro02,12,12,12,12,0,0,0,0,0,11,0,1,0,1,0,0,0
2022,SDN,NL,liberlu01,7,0,7,3,0,0,0,0,0,0,1,1,1,3,3,3,3
2022,SLN,NL,liberma01,9,7,1,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,lindofr01,161,161,161,159,0,0,0,0,0,159,0,0,0,0,2,0,0
2022,SFN,NL,litteza01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,littlbr02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,llovema01,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,loaisjo01,50,0,1,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,locasti01,38,10,38,26,0,0,0,0,0,0,11,9,7,26,5,3,18
2022,CIN,NL,lodolni01,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,logueza01,14,10,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,longoev01,89,67,89,68,0,0,0,0,68,0,0,0,0,0,17,19,0
2022,SFN,NL,longsa01,28,6,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,lopesch01,4,2,4,3,0,0,0,2,0,0,1,0,1,2,1,2,0
2022,CIN,NL,lopezal03,61,34,59,45,3,0,0,33,8,0,4,0,2,6,8,16,3
2022,BAL,AL,lopezjo02,44,0,2,44,44,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,lopezjo02,23,0,2,23,23,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,lopezni01,142,127,141,140,1,0,0,68,30,52,0,0,0,0,2,3,7
2022,TOR,AL,lopezot01,8,2,8,6,0,0,0,1,0,5,0,1,0,1,1,1,2
2022,MIA,NL,lopezpa01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,lopezre01,61,1,1,61,61,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,lopezyo01,8,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,lorenmi01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,loupaa01,65,0,0,65,65,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,lowebr01,65,61,65,53,0,0,0,53,0,0,0,0,1,1,11,4,0
2022,TBA,AL,lowejo01,52,48,52,44,0,0,0,0,0,0,10,9,33,44,7,2,0
2022,TEX,AL,lowena01,157,154,157,153,0,0,153,0,0,0,0,0,0,0,4,3,0
2022,OAK,AL,lowrije01,50,42,50,5,0,0,3,2,0,0,0,0,0,0,41,8,0
2022,BAL,AL,lowthza01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,luetglu01,50,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,lugose01,62,0,1,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,luplojo01,83,51,83,64,0,0,1,0,1,0,22,5,41,63,7,27,0
2022,LAN,NL,luxga01,129,118,129,126,0,0,0,102,0,9,28,0,0,28,1,8,0
2022,MIA,NL,luzarje01,18,18,0,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,lylesjo01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,lynchda02,27,26,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,lynnla01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,machaan02,51,0,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,machadi01,5,5,5,5,0,0,0,0,0,5,0,0,0,0,0,0,0
2022,SDN,NL,machama01,150,148,150,134,0,0,0,0,134,0,0,0,0,0,15,2,0
2022,OAK,AL,machivi01,73,62,73,70,0,0,0,1,68,1,0,0,0,0,1,10,0
2022,LAA,AL,mackida01,16,10,16,12,0,0,7,0,5,0,0,0,0,0,0,6,0
2022,OAK,AL,mackida01,6,3,6,5,0,0,5,0,0,0,0,0,0,0,0,2,0
2022,PIT,NL,madribl01,39,32,39,32,0,0,9,0,0,0,5,2,19,25,3,4,1
2022,CHN,NL,madrini01,59,53,59,59,0,0,0,59,0,0,0,0,0,0,0,5,0
2022,CIN,NL,mahlety01,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,mahlety01,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,mailelu01,76,55,76,76,0,76,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,maldoma01,113,110,113,113,0,113,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,manaese01,30,28,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,mancitr01,92,91,92,40,0,0,29,0,0,0,3,0,10,13,51,1,0
2022,HOU,AL,mancitr01,51,45,51,28,0,0,10,0,0,0,17,0,1,18,20,5,0
2022,DET,AL,mannima01,13,13,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,manoaal01,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,mantijo01,69,0,1,69,69,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,marcatu01,49,44,49,47,0,0,0,23,0,1,30,0,1,30,0,4,0
2022,TBA,AL,margoma01,89,85,89,70,0,0,0,0,0,0,8,18,53,70,16,3,0
2022,NYA,AL,marinro01,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,marisja01,31,21,31,29,0,0,0,0,0,0,12,14,4,29,0,3,1
2022,OAK,AL,markepa01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,marquge01,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,marrede01,5,1,5,4,0,0,0,0,1,3,0,0,0,0,1,0,1
2022,LAA,AL,marshbr02,93,82,93,91,0,0,0,0,0,0,77,19,2,91,0,7,2
2022,PHI,NL,marshbr02,41,37,41,40,0,0,0,0,0,0,0,40,0,40,0,1,1
2022,LAA,AL,martejo01,11,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,marteke01,137,128,137,94,0,0,0,94,0,0,0,0,0,0,38,9,0
2022,NYN,NL,martest01,118,116,118,116,0,0,0,0,0,0,0,2,116,116,1,1,1
2022,SFN,NL,marteyu01,39,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,martiad01,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,martibr01,55,1,1,55,55,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,martich02,34,0,0,34,34,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,martich02,26,0,1,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,martico02,7,2,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,martida03,14,9,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,martijd02,139,139,139,0,0,0,0,0,0,0,0,0,0,0,139,0,0
2022,SDN,NL,martini01,47,10,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,martiri01,13,9,13,11,0,0,0,10,0,2,0,0,0,0,1,1,1
2022,HOU,AL,martise01,29,0,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,massemi02,52,47,52,49,0,0,0,48,1,0,0,0,0,0,2,3,1
2022,TBA,AL,mastrmi01,8,4,8,8,0,0,0,6,0,0,0,0,3,3,0,1,1
2022,BAL,AL,mateojo01,150,142,150,149,0,0,0,0,0,149,0,0,0,0,0,2,5
2022,MIL,NL,mathima01,6,5,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0
2022,TEX,AL,mathima01,24,16,24,9,0,0,3,0,2,0,2,0,2,4,15,7,1
2022,HOU,AL,matijjj01,32,14,32,11,0,0,10,0,0,0,1,0,0,1,12,16,0
2022,PHI,NL,matonni01,35,22,34,33,2,0,0,10,2,2,10,0,10,20,0,3,0
2022,HOU,AL,matonph01,67,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,matzety01,42,0,0,42,42,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,matzst01,15,10,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,maydu01,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,mayermi01,24,3,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,mayfija01,23,18,23,22,1,0,0,11,8,0,2,0,4,6,1,4,0
2022,NYN,NL,maytr01,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,TOR,AL,mayzati01,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,mazarno01,55,41,55,50,0,0,0,0,0,0,3,0,48,50,0,12,1
2022,NYN,NL,mazeipa01,24,18,24,24,0,22,2,0,0,0,0,0,0,0,0,3,0
2022,TBA,AL,mazzach01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,mccanja02,61,54,61,61,0,60,3,0,0,0,0,0,0,0,0,1,0
2022,ARI,NL,mccarja02,99,82,99,82,0,0,0,0,0,0,32,12,47,82,12,9,3
2022,CLE,AL,mccarki01,13,2,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,mcclash01,29,29,0,29,29,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,mccorch01,119,99,119,117,0,0,0,0,0,0,64,60,17,117,1,2,1
2022,HOU,AL,mcculla02,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,mccutan01,134,131,134,50,0,0,0,0,0,0,31,3,19,50,82,3,0
2022,OAK,AL,mcdonmi01,4,2,4,2,0,0,0,0,0,0,0,1,1,2,1,1,1
2022,SLN,NL,mcfartj01,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,mcgeeea01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,mcgeeja01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,SFN,NL,mcgeeja01,24,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,mcgeeja01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,mcguire01,36,26,36,33,1,32,0,0,0,0,0,0,0,0,0,7,0
2022,CHA,AL,mcguire01,53,45,53,52,0,52,0,0,0,0,0,0,0,0,1,1,2
2022,ATL,NL,mchugco01,58,0,0,58,58,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,mckayda02,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,mckayda02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,mckayda02,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,mckenry01,105,43,104,87,2,0,0,0,0,0,39,21,31,86,8,13,18
2022,CLE,AL,mckentr01,31,30,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,mckinbi01,23,15,23,19,0,0,7,0,0,0,4,0,10,14,3,4,1
2022,CHN,NL,mckinza01,47,40,47,46,0,0,0,19,21,9,0,0,0,0,1,3,1
2022,LAN,NL,mckinza01,10,2,10,8,0,0,0,2,1,1,1,0,3,4,2,1,1
2022,COL,NL,mcmahry01,153,142,153,151,0,0,1,10,145,0,0,0,0,0,1,0,2
2022,NYN,NL,mcneije01,148,142,148,143,0,0,0,106,1,0,34,0,13,47,4,3,1
2022,DET,AL,meadoau01,36,35,36,32,0,0,0,0,0,0,15,0,18,32,4,1,0
2022,BAL,AL,meansjo01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,mearsni01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,medinad01,14,0,2,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,megiltr01,40,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,megilty01,15,9,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,TBA,AL,mejiafr01,93,73,93,85,0,83,2,0,0,0,0,0,0,0,4,13,0
2022,MIL,NL,mejiaje02,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,melanma01,62,0,2,62,62,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,melenmj01,129,124,129,111,0,78,0,0,0,0,23,0,15,38,23,3,1
2022,CHA,AL,mendida01,31,26,31,31,0,0,0,6,2,22,1,0,0,1,0,0,1
2022,WAS,NL,menesjo01,56,55,56,56,0,0,40,0,0,0,3,0,22,24,0,1,0
2022,CHN,NL,menezco01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,mengdda01,5,1,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,mercaos01,54,32,54,50,0,0,0,0,0,0,12,4,36,50,1,4,6
2022,PHI,NL,mercaos01,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0
2022,SFN,NL,merceye01,31,20,31,12,0,1,4,0,0,0,8,0,0,8,16,9,0
2022,KCA,AL,merriwh01,95,95,95,90,0,0,0,61,0,0,0,6,33,39,5,0,0
2022,TOR,AL,merriwh01,44,34,44,43,1,0,2,22,0,0,5,12,7,23,0,3,5
2022,TOR,AL,merryju01,26,1,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,meyerja02,52,44,52,51,0,0,0,0,0,0,0,51,0,51,1,2,1
2022,MIA,NL,meyerma01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,middlke01,18,0,1,18,18,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,mikolmi01,33,32,0,33,33,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,mileywa01,9,8,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,millebr02,81,58,81,53,0,0,0,0,27,0,28,0,3,29,23,20,1
2022,CLE,AL,milleow01,130,108,130,106,0,0,80,25,4,0,0,0,0,0,22,12,6
2022,SFN,NL,millesh01,4,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,millety01,4,2,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,millsal02,7,2,1,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,millswy01,19,0,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,millswy01,8,0,1,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,milneho01,67,0,0,67,67,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,milonto01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,minayju01,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,minormi01,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,minteaj01,75,0,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,miranjo01,125,116,125,105,0,0,77,0,34,0,0,0,0,0,21,4,1
2022,KCA,AL,misiean01,15,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,misiean01,17,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,mitchca01,69,60,69,54,0,0,0,0,0,0,0,0,54,54,11,7,1
2022,MIL,NL,mitchga01,28,19,28,28,0,0,0,0,0,0,0,28,0,28,0,2,1
2022,DET,AL,mizeca01,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,molinya01,80,71,78,79,2,77,1,0,0,0,0,0,0,0,1,1,0
2022,OAK,AL,mollsa01,53,0,0,53,53,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHA,AL,moncayo01,104,98,104,101,0,0,0,0,101,0,0,0,0,0,0,4,0
2022,KCA,AL,mondera02,15,15,15,15,0,0,0,0,0,15,0,0,0,0,0,0,0
2022,OAK,AL,mondona01,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
2022,LAA,AL,moniami01,19,16,19,19,0,0,0,0,0,0,13,6,1,19,0,1,1
2022,PHI,NL,moniami01,18,14,18,17,0,0,0,0,0,0,0,15,3,17,1,1,2
2022,NYA,AL,montafr01,8,8,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,montafr01,19,19,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,montebr01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,monteel01,53,45,53,39,0,0,16,0,23,0,0,0,0,0,12,2,1
2022,HOU,AL,montera01,71,0,0,71,71,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYA,AL,montgjo01,21,21,0,21,21,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,montgjo01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,mooredy01,104,64,104,101,0,0,8,12,2,26,18,7,39,61,3,16,10
2022,TEX,AL,moorema02,63,0,0,63,63,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,moralfr02,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,moranbr01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,moranco01,42,31,42,36,0,0,25,0,14,0,0,0,0,0,2,9,0
2022,MIN,AL,moranjo01,31,0,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,morejad01,26,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,morelch01,113,105,113,110,0,0,0,33,18,13,1,57,0,58,3,2,3
2022,TOR,AL,morenga01,25,18,25,20,0,19,0,1,1,0,1,0,0,1,2,4,1
2022,CIN,NL,moretda01,35,1,1,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,morgael01,50,1,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,moronre01,17,0,1,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,moronre01,22,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,morrico01,7,5,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,mortoch02,31,31,0,31,31,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,motteta01,2,2,2,2,0,0,0,1,2,0,0,0,0,0,0,0,0
2022,BAL,AL,mountry01,145,144,145,124,0,0,124,0,0,0,0,0,0,0,21,1,0
2022,CIN,NL,moustmi01,78,72,78,47,0,0,24,0,25,0,0,0,0,0,30,6,0
2022,ATL,NL,mulleky01,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,mullice01,156,144,156,150,0,0,0,0,0,0,0,150,0,150,4,8,0
2022,LAN,NL,muncyma01,136,130,136,111,0,0,3,31,84,0,0,0,0,0,25,5,0
2022,SEA,AL,munozan01,64,0,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,munozya01,29,16,29,25,0,0,0,14,8,0,1,0,2,3,0,5,2
2022,SEA,AL,murfepe01,64,1,1,64,64,0,0,0,0,0,0,0,0,0,0,0,0
2022,WAS,NL,murphpa02,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,murphse01,148,146,148,116,0,116,0,0,0,0,0,0,0,0,30,2,0
2022,SEA,AL,murphto04,14,11,14,12,0,12,0,0,0,0,0,0,0,0,1,2,0
2022,SDN,NL,musgrjo01,30,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,mushipa01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,muzzisi01,9,3,9,8,0,0,0,0,0,0,0,8,0,8,0,0,1
2022,SDN,NL,myerswi01,77,70,77,75,4,0,25,0,1,0,10,6,36,52,0,6,0
2022,SLN,NL,naileja01,7,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIA,NL,nanceto01,35,2,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,naquity01,56,49,56,42,0,0,0,0,0,0,0,1,42,42,11,7,0
2022,NYN,NL,naquity01,49,29,49,41,0,0,0,0,0,0,14,2,26,41,4,6,4
2022,MIA,NL,nardian01,13,0,1,13,13,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIL,NL,narvaom01,84,81,84,83,0,83,0,0,0,0,0,0,0,0,1,1,0
2022,SLN,NL,naughpa01,26,3,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0
2022,CLE,AL,naylobo01,5,1,5,4,0,4,0,0,0,0,0,0,0,0,1,0,0
2022,CLE,AL,naylojo01,122,116,122,92,0,0,88,0,0,0,0,0,5,5,27,6,0
2022,MIA,NL,neideni01,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,nelsoky01,43,1,2,43,43,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,nelsoni01,47,2,0,47,47,0,0,0,0,0,0,0,0,0,0,0,0
2022,ARI,NL,nelsory01,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,nerishe01,70,0,0,70,70,0,0,0,0,0,0,0,0,0,0,0,0
2022,OAK,AL,neusesh01,89,75,89,79,3,0,13,23,44,2,0,0,0,0,10,8,3
2022,BAL,AL,nevinty01,58,53,58,55,0,0,8,0,44,0,2,0,1,3,3,0,0
2022,ATL,NL,newcose01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,newcose01,17,1,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,newmake01,78,70,78,73,0,0,0,42,0,33,0,0,0,0,3,6,0
2022,NYN,NL,nidoto01,98,86,98,96,0,96,0,0,0,0,0,0,0,0,0,3,0
2022,NYN,NL,nimmobr01,151,148,151,151,0,0,0,0,0,0,0,151,0,151,0,0,0
2022,PHI,NL,nittovi01,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,nogosst01,12,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,nolaaa01,32,32,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0
2022,SDN,NL,nolaau01,110,99,110,103,0,101,0,2,1,0,0,0,0,0,6,3,0
2022,SLN,NL,nootbla01,108,82,108,94,0,0,0,0,0,0,11,12,79,94,9,12,6
2022,CHN,NL,norrida01,27,1,1,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,DET,AL,norrida01,14,2,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2022,PHI,NL,norwoja01,20,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0
2022,COL,NL,nunezdo01,14,13,14,14,0,14,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,oberba01,11,11,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0
2022,SEA,AL,obrieri01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,odayda01,28,0,0,28,28,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,odorija01,10,10,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0
2022,HOU,AL,odorija01,12,12,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,odorro01,135,113,135,129,0,0,0,129,2,0,0,0,0,0,1,18,0
2022,TBA,AL,ogandcr01,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,ohearry01,67,28,67,25,0,0,13,0,0,0,0,0,13,13,17,33,1
2022,LAA,AL,ohopplo01,5,4,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0
2022,LAA,AL,ohtansh01,157,153,157,0,0,0,0,0,0,0,0,0,0,0,153,4,0
2022,SEA,AL,okeefbr01,2,1,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2022,MIA,NL,okertst01,60,0,1,60,60,0,0,0,0,0,0,0,0,0,0,0,0
2022,CIN,NL,okeych01,7,3,7,7,0,7,0,0,0,0,0,0,0,0,0,0,0
2022,KCA,AL,olivaed02,53,41,53,39,0,0,0,0,0,0,12,1,27,39,9,7,4
2022,OAK,AL,ollerad01,19,14,0,19,19,0,0,0,0,0,0,0,0,0,0,0,0
2022,ATL,NL,olsonma02,162,161,162,162,0,0,162,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,oneilty01,96,88,96,94,0,0,0,0,0,0,83,21,0,94,1,2,0
2022,LAA,AL,ortegol01,27,0,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,ortegra01,118,85,118,93,0,0,0,0,0,0,11,67,19,93,23,22,2
2022,SFN,NL,ortizlu02,6,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,ortizlu03,4,4,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0
2022,BOS,AL,ortka01,25,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0
2022,NYN,NL,ottavad01,66,0,0,66,66,0,0,0,0,0,0,0,0,0,0,0,0
2022,TEX,AL,ottogl01,27,27,0,27,27,0,0,0,0,0,0,0,0,0,0,0,0
2022,LAN,NL,outmaja01,4,4,4,3,0,0,0,0,0,0,3,0,1,3,1,0,0
2022,CIN,NL,overtco01,6,4,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,oviedjo01,7,7,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
2022,SLN,NL,oviedjo01,14,1,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0
2022,BAL,AL,owingch01,27,19,26,22,1,0,0,11,2,8,1,0,0,1,0,5,2
2022,ATL,NL,ozunama01,124,124,124,52,0,0,0,0,0,0,52,0,0,52,72,0,0
2022,OAK,AL,pachecr01,91,70,91,90,0,0,0,0,0,0,0,90,0,90,0,3,4
2022,MIN,AL,paddach01,5,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0
2022,CHN,NL,padilni01,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
2022,PIT,NL,padloke01,3,3,3,3,0,0,1,0,2,0,0,0,0,0,0,0,0
2022,SEA,AL,padloke01,6,2,6,5,0,0,5,0,0,0,0,0,0,0,0,4,0
2022,SFN,NL,padloke01,4,4,4,4,0,0,1,0,3,0,0,0,0,0,0,0,0
2022,MIN,AL,paganem01,59,0,0,59,59,0,0,0,0,0,0,0,0,0,0,0,0
2022,MIN,AL,palacje01,30,18,30,27,2,0,1,12,1,14,0,0,0,0,0,2,3
2022,WAS,NL,palacjo01,29,11,29,21,0,0,0,0,0,0,9,0,12,21,4,8,5
2022,CLE,AL,palacri01,54,30,54,26,0,0,0,2,0,0,25,0,0,25,11,22,1
